epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,25030.4,0.68459,0.47136,1.00993,0.94588,0.84844,0.87859,0.67573,0.84726,0.45192,0.99119,0.003169,0.003169,0.003169
140,25210.4,0.67413,0.45991,1.0004,0.93708,0.8496,0.88024,0.67468,0.84967,0.45015,0.99039,0.0031195,0.0031195,0.0031195
141,25394.7,0.691,0.46723,1.01706,0.94088,0.84854,0.8807,0.67531,0.84713,0.44859,0.98971,0.00307,0.00307,0.00307
142,25573.5,0.67678,0.45797,1.00602,0.94124,0.85004,0.88032,0.67478,0.84859,0.44963,0.98972,0.0030205,0.0030205,0.0030205
143,25757.7,0.67218,0.45204,0.99864,0.94233,0.85003,0.88154,0.67672,0.84479,0.44544,0.98835,0.002971,0.002971,0.002971
144,25940.6,0.69405,0.46514,1.01457,0.94251,0.84573,0.87846,0.67462,0.84776,0.44707,0.98962,0.0029215,0.0029215,0.0029215
145,26121.6,0.67429,0.46493,1.00095,0.93973,0.8482,0.87912,0.6767,0.84668,0.44238,0.99097,0.002872,0.002872,0.002872
146,26301.6,0.66681,0.44509,1.00707,0.94199,0.85033,0.88138,0.67746,0.84591,0.44264,0.99174,0.0028225,0.0028225,0.0028225
147,26477.8,0.67389,0.45337,1.00548,0.93486,0.8545,0.882,0.67678,0.84488,0.44297,0.9907,0.002773,0.002773,0.002773
148,26655,0.68086,0.45118,1.0084,0.94484,0.85143,0.88399,0.67808,0.8429,0.44359,0.98997,0.0027235,0.0027235,0.0027235
149,26836,0.68,0.4623,1.0031,0.94645,0.85365,0.88318,0.67807,0.84385,0.44129,0.99076,0.002674,0.002674,0.002674
150,27017.6,0.66448,0.44505,0.99945,0.9509,0.85279,0.88119,0.6778,0.84197,0.4409,0.98965,0.0026245,0.0026245,0.0026245
151,27196.5,0.66214,0.44506,0.99712,0.9491,0.85132,0.88053,0.67886,0.83791,0.43974,0.98755,0.002575,0.002575,0.002575
152,27367.1,0.67109,0.44748,1.00038,0.95057,0.84935,0.87958,0.67986,0.83698,0.43924,0.98689,0.0025255,0.0025255,0.0025255
153,27545.7,0.66608,0.44394,0.99674,0.94966,0.84937,0.87988,0.68074,0.8348,0.4381,0.98723,0.002476,0.002476,0.002476
154,27733.4,0.67059,0.44697,1.00313,0.95202,0.84937,0.88332,0.68245,0.83343,0.4378,0.98715,0.0024265,0.0024265,0.0024265
155,27915,0.66149,0.44255,0.99329,0.95515,0.85069,0.88236,0.68333,0.83157,0.43564,0.98654,0.002377,0.002377,0.002377
156,28087.8,0.65336,0.43468,0.99467,0.9534,0.85182,0.88414,0.68292,0.83123,0.43582,0.98665,0.0023275,0.0023275,0.0023275
157,28264.6,0.66997,0.44478,1.00129,0.95511,0.84552,0.88468,0.68336,0.8333,0.43653,0.98724,0.002278,0.002278,0.002278
